ContainerID,ESN,Location
(00)007604925814188645,352334105082876,30
(00)007604925814188645,351924100637459,30
(00)007604925814188645,356028101032853,30
(00)007604925814188645,352334104087959,30
(00)007604929910180385,352334102292098,31
(00)007604929910180385,352334105102310,31
(00)007604929910180385,352334106753483,31
(00)007604929910180385,352334100074985,31
(00)007604929910180385,352334102328488,31
(00)007604924746939415,351924100592779,32
(00)007604924746939415,352334100535613,32
(00)007604924746939415,352334104871147,32
(00)007604924746939415,352734110920533,32
(00)007604924746939415,352334103315237,32
(00)007604923900530075,352334102923981,33
(00)007604923900530075,352734111905657,33
(00)007604923900530075,352334103125610,33
(00)007604923900530075,352334102587927,33
(00)007604923900530075,352334103711062,33
(00)007604924451522305,352330100694541,34
(00)007604924451522305,356142110159076,34
(00)007604924451522305,352334107037647,34
(00)007604924451522305,352334105628074,34
(00)007604924451522305,356142110254802,34
(00)007604924093387295,352334104503856,35
(00)007604924093387295,358090102159687,35
(00)007604924093387295,356028106376552,35
(00)007604924093387295,352334105005018,35
(00)007604924093387295,351924103358707,35
(00)007604926414440945,352337100976307,36
(00)007604926414440945,352334102875447,36
(00)007604926414440945,358090103309125,36
(00)007604926414440945,358090102448395,36
(00)007604926414440945,352334104333957,36
(00)007604925052939445,352334106434324,37
(00)007604925052939445,352334103751811,37
(00)007604925052939445,352334104123473,37
(00)007604925052939445,352334101239991,37
(00)007604925052939445,352334106227090,37
(00)007604926338628845,352334103811896,38
(00)007604926338628845,352334106336107,38
(00)007604926338628845,352334104394702,38
(00)007604926338628845,352334103878424,38
(00)007604926338628845,356142110178332,38
(00)007604929490766225,352334107009380,39
(00)007604929490766225,352334104333148,39
(00)007604929490766225,352334105100769,39
(00)007604929490766225,356028102005197,39
(00)007604929490766225,352334103702806,39
(00)007604923400000065,352334105425257,40
(00)007604923400000065,352334105792995,40
(00)007604923400000065,352334104311334,40
(00)007604923400000065,356028101030733,40
(00)007604923400000065,352334107019116,40
(00)007604927272916225,352334103214810,41
(00)007604927272916225,352335100110471,41
(00)007604927272916225,352334106445726,41
(00)007604927272916225,352334106114553,41
(00)007604927272916225,352334106003194,41
(00)007604923366165825,352334103027733,42
(00)007604923366165825,352334102888051,42
(00)007604923366165825,352334107021880,42
(00)007604923366165825,352335101370546,42
(00)007604923366165825,356028100911925,42
(00)007604921406995175,352334102157440,43
(00)007604921406995175,352335100923709,43
(00)007604921406995175,356028100641753,43
(00)007604921406995175,356142110164290,43
(00)007604921406995175,358090100935898,43
(00)007604921013619105,352334103107097,44
(00)007604921013619105,352334101263777,44
(00)007604921013619105,352334100946208,44
(00)007604921013619105,352334104194763,44
(00)007604921013619105,352334101559307,44
(00)007604921290329235,352334106469874,45
(00)007604921290329235,352334105280256,45
(00)007604921290329235,351924100336037,45
(00)007604921290329235,352334106068411,45
(00)007604921290329235,352334105755844,45
(00)007604922010573055,352334103198781,46
(00)007604922010573055,352330100182505,46
(00)007604922010573055,356142110171758,46
(00)007604922010573055,356142110349818,46
(00)007604922010573055,352334102539431,46
(00)007604926248780335,352334105544412,47
(00)007604926248780335,352334106678706,47
(00)007604926248780335,352334102753107,47
(00)007604926248780335,351924102098056,47
(00)007604926248780335,351924103726879,47
(00)007604924498012935,352334101716261,48
(00)007604924498012935,352334106910232,48
(00)007604924498012935,352734110090782,48
(00)007604924498012935,352334104214306,48
(00)007604924498012935,352334103211600,48
(00)007604923660643575,352334105114349,49
(00)007604923660643575,356028100000323,49
(00)007604923660643575,352334105602459,49
(00)007604923660643575,356142110024627,49
(00)007604923660643575,352334103566631,49
(00)007604922489053375,352330100562474,50
(00)007604922489053375,358090100061240,50
(00)007604922489053375,356142110161544,50
(00)007604922489053375,352334106793505,50
(00)007604922489053375,356028101353390,50
(00)007604923855219685,352334103808355,51
(00)007604923855219685,352334102938948,51
(00)007604923855219685,352734110058607,51
(00)007604923855219685,352335105244259,51
(00)007604923855219685,358090100098556,51
(00)007604926574709005,352334106754879,52
(00)007604926574709005,352335105367423,52
(00)007604926574709005,352334106707349,52
(00)007604926574709005,352734111463509,52
(00)007604926574709005,351924104464397,52
(00)007604929208918775,358090101610961,53
(00)007604929208918775,356028101592666,53
(00)007604929208918775,352334101441092,53
(00)007604929208918775,352734111113831,53
(00)007604929208918775,352734111450027,53
(00)007604925408200525,352734112007875,54
(00)007604925408200525,352734111951917,54
(00)007604925408200525,352334105181967,54
(00)007604925408200525,352334101714274,54
(00)007604925408200525,352334103011901,54
(00)007604926922651525,356028100240994,55
(00)007604926922651525,358090100790178,55
(00)007604926922651525,351924100342175,55
(00)007604926922651525,351924100481197,55
(00)007604926922651525,351924100656632,55
(00)007604929018889055,351924101248405,56
(00)007604929018889055,352335100951387,56
(00)007604929018889055,351924103108029,56
(00)007604929018889055,356028100332668,56
(00)007604929018889055,357295100571129,56
(00)007604922552921505,352335105303485,57
(00)007604922552921505,352335101068413,57
(00)007604922552921505,352334102333520,57
(00)007604922552921505,357295100599195,57
(00)007604922552921505,352334106406736,57
(00)007604929947078375,356142110043239,58
(00)007604929947078375,352734111712418,58
(00)007604929947078375,352334105883919,58
(00)007604929947078375,351924102022908,58
(00)007604929947078375,351924100561816,58
(00)007604925883780445,353759110051962,59
(00)007604925883780445,352335105135481,59
(00)007604925883780445,352330100098214,59
(00)007604925883780445,358090100064640,59
(00)007604925883780445,352334101251376,59
(00)007604924038537285,352334100477352,60
(00)007604924038537285,358090102378519,60
(00)007604924038537285,352334104881518,60
(00)007604924038537285,352334106135319,60
(00)007604924038537285,351924102123466,60
(00)007604926688334695,352334101925490,61
(00)007604926688334695,352334105577446,61
(00)007604926688334695,352334106470609,61
(00)007604926688334695,352334105607458,61
(00)007604926688334695,356142110277522,61
(00)007604928624615285,352334106382887,62
(00)007604928624615285,356028102607679,62
(00)007604928624615285,357295100383533,62
(00)007604928624615285,358090103311790,62
(00)007604928624615285,352334105720103,62
(00)007604921625025765,352334105609405,63
(00)007604921625025765,352334100859674,63
(00)007604921625025765,352334105097619,63
(00)007604921625025765,356028101328657,63
(00)007604921625025765,352334104124612,63
(00)007604923414727175,352334102210181,64
(00)007604923414727175,351924101926158,64
(00)007604923414727175,352334103969421,64
(00)007604923414727175,352334101942750,64
(00)007604923414727175,357295101060601,64
(00)007604926641168675,358090102347746,65
(00)007604926641168675,352334101693031,65
(00)007604926641168675,352334101247945,65
(00)007604926641168675,352334103548449,65
(00)007604926641168675,352334102880389,65
(00)007604926278792565,352334103110133,66
(00)007604926278792565,352330100304430,66
(00)007604926278792565,352334105624321,66
(00)007604926278792565,352334101421870,66
(00)007604926278792565,352734111382295,66
(00)007604922189771155,352334105237207,67
(00)007604922189771155,356142110158805,67
(00)007604922189771155,352334105926429,67
(00)007604922189771155,352334102804181,67
(00)007604922189771155,352334106878538,67
(00)007604927636285225,358090100571057,68
(00)007604927636285225,356028100531715,68
(00)007604927636285225,352334102874440,68
(00)007604927636285225,357295100630537,68
(00)007604927636285225,356028101194406,68
(00)007604923242572205,351924101538516,69
(00)007604923242572205,352335105338952,69
(00)007604923242572205,351924101539969,69
(00)007604923242572205,352334105112996,69
(00)007604923242572205,352335105081602,69
(00)007604923455406165,358090101027240,70
(00)007604923455406165,352334106453969,70
(00)007604923455406165,352334106954040,70
(00)007604923455406165,352334104200420,70
(00)007604923455406165,352334103505795,70
(00)007604929662393245,352334106667840,71
(00)007604929662393245,352334106920066,71
(00)007604929662393245,352334102656904,71
(00)007604929662393245,352334100928297,71
(00)007604929662393245,352334101418686,71
(00)007604928606330265,352334105898628,72
(00)007604928606330265,352334104382004,72
(00)007604928606330265,352334102874028,72
(00)007604928606330265,352334106569848,72
(00)007604928606330265,351924100543194,72
(00)007604923385411815,356028100195917,73
(00)007604923385411815,352334102244065,73
(00)007604923385411815,352334106135723,73
(00)007604923385411815,352334103324445,73
(00)007604923385411815,352334106166389,73
(00)007604928205639275,352334106386623,74
(00)007604928205639275,351924100475793,74
(00)007604928205639275,352334106369850,74
(00)007604928205639275,358090101788577,74
(00)007604928205639275,352334106921080,74
(00)007604929226469755,352331100110272,75
(00)007604929226469755,352334102709638,75
(00)007604929226469755,352334102693972,75
(00)007604929226469755,352334100403044,75
(00)007604929226469755,352334103710494,75
(00)007604929551580425,352334100535415,76
(00)007604929551580425,356142110255775,76
(00)007604929551580425,352334102525125,76
(00)007604929551580425,356142110278967,76
(00)007604929551580425,352334105414681,76
(00)007604929320602785,357295100485361,77
(00)007604929320602785,356142110334950,77
(00)007604929320602785,356028100615088,77
(00)007604929320602785,352334105585241,77
(00)007604929320602785,351924102301435,77
(00)007604929433697565,356142110170065,78
(00)007604929433697565,356028100738062,78
(00)007604929433697565,351924103572281,78
(00)007604929433697565,352334100746517,78
(00)007604929433697565,352334103692296,78
(00)007604928267257975,352334106735779,79
(00)007604928267257975,352334104449035,79
(00)007604928267257975,352334102139737,79
(00)007604928267257975,352334106581652,79
(00)007604928267257975,356142110317922,79
(00)007604922449191585,352334103041171,80
(00)007604922449191585,352334100486494,80
(00)007604922449191585,352334102948699,80
(00)007604922449191585,351924100501184,80
(00)007604922449191585,352334106560748,80
(00)007604926921233225,352334101924964,81
(00)007604926921233225,352334101927660,81
(00)007604926921233225,357295101027659,81
(00)007604926921233225,352334103699887,81
(00)007604926921233225,351924100609698,81
(00)007604923828480045,351924103108177,82
(00)007604923828480045,352334100754313,82
(00)007604923828480045,352334104195067,82
(00)007604923828480045,352334106526095,82
(00)007604923828480045,352334107011329,82
(00)007604926033825465,352334106857821,83
(00)007604926033825465,356028100407189,83
(00)007604926033825465,356028101215235,83
(00)007604926033825465,356028100159624,83
(00)007604926033825465,352330100488647,83
(00)007604928811297145,352330100134019,84
(00)007604928811297145,351924100309802,84
(00)007604928811297145,356028101375112,84
(00)007604928811297145,352334106674226,84
(00)007604928811297145,352334105869181,84
(00)007604927331387885,352334102953905,85
(00)007604927331387885,352337100396324,85
(00)007604927331387885,356028100548966,85
(00)007604927331387885,357295100454847,85
(00)007604927331387885,352334103837735,85
(00)007604929956696615,356028100330357,86
(00)007604929956696615,351924100512413,86
(00)007604929956696615,351924101709174,86
(00)007604929956696615,351924102517832,86
(00)007604929956696615,352334100808572,86
(00)007604928632304645,352334100064796,87
(00)007604928632304645,352335105266831,87
(00)007604928632304645,351924100576665,87
(00)007604928632304645,356142110286671,87
(00)007604928632304645,351924102004179,87
(00)007604922577486375,352334106692194,88
(00)007604922577486375,351924102856404,88
(00)007604922577486375,356142110073533,88
(00)007604922577486375,351924100567805,88
(00)007604922577486375,358090100067502,88
(00)007604925700466525,352334101376785,89
(00)007604925700466525,352334106544023,89
(00)007604925700466525,352334102702195,89
(00)007604925700466525,351924101240857,89
(00)007604925700466525,357295101171762,89
(00)007604921710776955,352330100386585,90
(00)007604921710776955,352334104737652,90
(00)007604921710776955,351924100475546,90
(00)007604921710776955,352334103030240,90
(00)007604921710776955,352335100476617,90
(00)007604924986742025,356142110074135,91
(00)007604924986742025,352734110294392,91
(00)007604924986742025,352335101419269,91
(00)007604924986742025,352734111630586,91
(00)007604924986742025,357295100525430,91
(00)007604928974913235,358090102013082,92
(00)007604928974913235,352734110351390,92
(00)007604928974913235,352335100062789,92
(00)007604928974913235,352334106696427,92
(00)007604928974913235,351924102737182,92
(00)007604921054868965,352334106144634,93
(00)007604921054868965,356028100485458,93
(00)007604921054868965,352334102730808,93
(00)007604921054868965,352734111409882,93
(00)007604921054868965,351924100893649,93
(00)007604925416603325,357295101026198,94
(00)007604925416603325,351924101455653,94
(00)007604925416603325,352334106403535,94
(00)007604925416603325,352334102759211,94
(00)007604925416603325,357295100288898,94
(00)007604928264795065,352335105324507,95
(00)007604928264795065,351924101698419,95
(00)007604928264795065,352734111202899,95
(00)007604928264795065,352734110414834,95
(00)007604928264795065,356028100499996,95
(00)007604921440094185,352334103870587,96
(00)007604921440094185,351924100338462,96
(00)007604921440094185,352335101158545,96
(00)007604921440094185,351924100309984,96
(00)007604921440094185,352335105330983,96
(00)007604922570989605,357295100073738,97
(00)007604922570989605,357295100165674,97
(00)007604922570989605,352334100503603,97
(00)007604922570989605,358090102150165,97
(00)007604922570989605,351924102530009,97
(00)007604922945315275,351924102209729,98
(00)007604922945315275,352334103057094,98
(00)007604922945315275,352335101105009,98
(00)007604922945315275,352734110888425,98
(00)007604922945315275,351924102579774,98
(00)007604926596951475,352334100059259,99
(00)007604926596951475,352334100828349,99
(00)007604926596951475,352335101087843,99
(00)007604926596951475,352334102334783,99
(00)007604926596951475,352335101214066,99
(00)007604929360590165,357295100711600,100
(00)007604929360590165,352734111270037,100
(00)007604929360590165,352335101498339,100
(00)007604929360590165,352335100724602,100
(00)007604929360590165,357295100467591,100
(00)007604927838263825,352335105157451,101
(00)007604927838263825,352335101185191,101
(00)007604927838263825,357295100948665,101
(00)007604927838263825,352335100534084,101
(00)007604927838263825,357295100047484,101
(00)007604924809917525,357295101165384,102
(00)007604924809917525,352330100164040,102
(00)007604924809917525,352335100808272,102
(00)007604924809917525,352330108338497,102
(00)007604924809917525,352335100904360,102
(00)007604923689821685,357295100985790,103
(00)007604923689821685,351924102941081,103
(00)007604923689821685,352335100852239,103
(00)007604923689821685,352335100248883,103
(00)007604923689821685,352335100962145,103
(00)007604925848869565,357295100367619,104
(00)007604925848869565,352335101113029,104
(00)007604925848869565,357295100443543,104
(00)007604925848869565,351924108020567,104
(00)007604925848869565,352335100497183,104
(00)007604928249747905,352330100286017,105
(00)007604928249747905,352338105985335,105
(00)007604928249747905,352335100090418,105
(00)007604928249747905,357295100243992,105
(00)007604928249747905,352335105173532,105
(00)007604923575857385,357295100170005,106
(00)007604923575857385,352330108448999,106
(00)007604923575857385,352335100187164,106
(00)007604923575857385,357295100775795,106
(00)007604923575857385,352335100054299,106
(00)007604929889924625,352335100449416,107
(00)007604929889924625,351924103747933,107
(00)007604929889924625,352335105101954,107
(00)007604929889924625,352335100677594,107
(00)007604929889924625,352335100360803,107
(00)007604925839437225,357295100713168,108
(00)007604925839437225,352335100247067,108
(00)007604925839437225,354602100233779,108
(00)007604925839437225,351924104145301,108
(00)007604925839437225,352335100886021,108
(00)007604923377302275,351924101075840,109
(00)007604923377302275,352335101272296,109
(00)007604923377302275,357295101024763,109
(00)007604923377302275,358090100254274,109
(00)007604923377302275,357295100520159,109
(00)007604924025291075,352734111392773,110
(00)007604924025291075,352335100996044,110
(00)007604924025291075,352335100908403,110
(00)007604924025291075,352330100071740,110
(00)007604924025291075,357295100406706,110
(00)007604921279884985,351924101944326,111
(00)007604921279884985,356028100601005,111
(00)007604921279884985,357295101012057,111
(00)007604921279884985,352334106419424,111
(00)007604921279884985,352334100487575,111
(00)007604925979941605,352335101485468,112
(00)007604925979941605,357295100726996,112
(00)007604925979941605,352334106899278,112
(00)007604925979941605,352335101457871,112
(00)007604925979941605,352334106134460,112
(00)007604922102747445,352334100487195,113
(00)007604922102747445,356028100307298,113
(00)007604922102747445,352334100335527,113
(00)007604922102747445,352334101387394,113
(00)007604922102747445,352334100381760,113
(00)007604928003325135,357295100955488,114
(00)007604928003325135,352330100442578,114
(00)007604928003325135,351924102612245,114
(00)007604928003325135,352334102482590,114
(00)007604928003325135,352334102670004,114
(00)007604922987961755,352335100185267,115
(00)007604922987961755,352334100971693,115
(00)007604922987961755,352330100430425,115
(00)007604922987961755,352334102688881,115
(00)007604922987961755,352330100061428,115
(00)007604926921310895,351924102132905,116
(00)007604926921310895,356028100295329,116
(00)007604926921310895,352334104402109,116
(00)007604926921310895,356028101799774,116
(00)007604926921310895,352334102996169,116
(00)007604921708412185,352334101438700,117
(00)007604921708412185,352334100536314,117
(00)007604921708412185,352334100446886,117
(00)007604921708412185,356028102336923,117
(00)007604921708412185,352334101690490,117
(00)007604922753352635,352335100301617,118
(00)007604922753352635,352330100784813,118
(00)007604922753352635,352334102703730,118
(00)007604922753352635,356028101496231,118
(00)007604922753352635,352334100874269,118
(00)007604929774395795,352330100516298,119
(00)007604929774395795,352330100296529,119
(00)007604929774395795,352334100892816,119
(00)007604929774395795,352330100078406,119
(00)007604929774395795,352334106705376,119
(00)007604922999556595,352335100788789,120
(00)007604922999556595,356028100426619,120
(00)007604922999556595,352334101684519,120
(00)007604922999556595,352335101151110,120
(00)007604922999556595,352334107009679,120
(00)007604923799740415,357295100623219,121
(00)007604923799740415,357295101059827,121
(00)007604923799740415,357295101147960,121
(00)007604923799740415,357295100075360,121
(00)007604923799740415,357295100095137,121
(00)007604926550561245,352335100833460,122
(00)007604926550561245,352334100552212,122
(00)007604926550561245,352734110595137,122
(00)007604926550561245,352334102323273,122
(00)007604926550561245,352338106159682,122
(00)007604922769354715,352335105195295,123
(00)007604922769354715,352734110954102,123
(00)007604922769354715,352335101434771,123
(00)007604922769354715,352734110568001,123
(00)007604922769354715,357295100961304,123
(00)007604921122344855,352734111245260,124
(00)007604921122344855,357295100506406,124
(00)007604921122344855,352734111002760,124
(00)007604921122344855,352734111884084,124
(00)007604921122344855,352734111096143,124
(00)007604921682919155,352334104080004,125
(00)007604921682919155,358090101381415,125
(00)007604921682919155,352334102772529,125
(00)007604921682919155,356028100030809,125
(00)007604921682919155,352734111920409,125
(00)007604924785628015,352334104182438,126
(00)007604924785628015,358090100930600,126
(00)007604924785628015,352335100994304,126
(00)007604924785628015,352335105216158,126
(00)007604924785628015,352335100987407,126
(00)007604926066587285,357295100878680,127
(00)007604926066587285,352734110926076,127
(00)007604926066587285,352331100125809,127
(00)007604926066587285,352334104336711,127
(00)007604926066587285,352734111157465,127
(00)007604923775768495,357295100241616,128
(00)007604923775768495,352734110485149,128
(00)007604923775768495,352334104466062,128
(00)007604923775768495,352734110118435,128
(00)007604923775768495,352335101421240,128
(00)007604925330432625,352734111078216,129
(00)007604925330432625,357295100512016,129
(00)007604925330432625,352334101923628,129
(00)007604925330432625,352734110976667,129
(00)007604925330432625,353759110085234,129
(00)007604923594777235,352334102992994,130
(00)007604923594777235,352334106976779,130
(00)007604923594777235,352334106078410,130
(00)007604923594777235,352338106432568,130
(00)007604923594777235,352334105340142,130
(00)007604927798694705,352334106966689,131
(00)007604927798694705,357295100370357,131
(00)007604927798694705,352334102674121,131
(00)007604927798694705,352335101481301,131
(00)007604927798694705,352334103708589,131
(00)007604924302365155,352334103112857,132
(00)007604924302365155,352335100476203,132
(00)007604924302365155,352330100175137,132
(00)007604924302365155,356028100830950,132
(00)007604924302365155,352734110379201,132
(00)007604924612541475,351924102557903,133
(00)007604924612541475,357295100513568,133
(00)007604924612541475,352334103721673,133
(00)007604924612541475,352734111979751,133
(00)007604924612541475,352334102199459,133
(00)007604929939381745,352335101177107,134
(00)007604929939381745,351924101812127,134
(00)007604929939381745,356142110067055,134
(00)007604929939381745,357295100381578,134
(00)007604929939381745,352334103931264,134
(00)007604923086810115,351924103334369,135
(00)007604923086810115,352334104592057,135
(00)007604923086810115,351924102637952,135
(00)007604923086810115,356028101111343,135
(00)007604923086810115,352334102403190,135
(00)007604927060834525,351924100584362,136
(00)007604927060834525,352335101019663,136
(00)007604927060834525,357295100179170,136
(00)007604927060834525,352734111145452,136
(00)007604927060834525,352334107006915,136
(00)007604924035779935,352334103009814,137
(00)007604924035779935,352734111442743,137
(00)007604924035779935,356028100522045,137
(00)007604924035779935,352334103948508,137
(00)007604924035779935,352334103082142,137
(00)007604922015918495,351924101892707,138
(00)007604922015918495,352335100124555,138
(00)007604922015918495,352734111200851,138
(00)007604922015918495,358090100998821,138
(00)007604922015918495,352334106185645,138
(00)007604925364046405,352334105567355,139
(00)007604925364046405,352334105286162,139
(00)007604925364046405,352335100828296,139
(00)007604925364046405,352734111145395,139
(00)007604925364046405,358090103035282,139
(00)007604929136665805,352334103823594,140
(00)007604929136665805,352337101151587,140
(00)007604929136665805,352334104397226,140
(00)007604929136665805,352335100270234,140
(00)007604929136665805,358090100059129,140
(00)007604921306997865,358090101308392,141
(00)007604921306997865,352334104525719,141
(00)007604921306997865,357295101022791,141
(00)007604921306997865,358090100250249,141
(00)007604921306997865,352334105064379,141
(00)007604928332931725,352337100875905,142
(00)007604928332931725,356028102414142,142
(00)007604928332931725,352335100283690,142
(00)007604928332931725,352734110483912,142
(00)007604928332931725,352334103837529,142
(00)007604929446498105,351924103646960,143
(00)007604929446498105,352330100383210,143
(00)007604929446498105,351924100696679,143
(00)007604929446498105,352334106151381,143
(00)007604929446498105,358090103761077,143
(00)007604925110075845,352334106211722,144
(00)007604925110075845,352334104827453,144
(00)007604925110075845,352334106891432,144
(00)007604925110075845,358090100125631,144
(00)007604925110075845,352331100278491,144
(00)007604927318470375,352334103977952,145
(00)007604927318470375,351924101186704,145
(00)007604927318470375,351924104337957,145
(00)007604927318470375,352335101393423,145
(00)007604927318470375,351924102030042,145
(00)007604924029535235,351924101357479,146
(00)007604924029535235,352337101243558,146
(00)007604924029535235,352334102731038,146
(00)007604924029535235,358090102530176,146
(00)007604924029535235,351924100523337,146
(00)007604928972468415,351924101093611,147
(00)007604928972468415,358090102456257,147
(00)007604928972468415,352335101237323,147
(00)007604928972468415,352335101037475,147
(00)007604928972468415,356028100684779,147
(00)007604927638078645,352337100601368,148
(00)007604927638078645,352334100493680,148
(00)007604927638078645,352334101700109,148
(00)007604927638078645,358090103375423,148
(00)007604927638078645,351924100655527,148
(00)007604922552683555,358090100783629,149
(00)007604922552683555,351924100853486,149
(00)007604922552683555,352334100825196,149
(00)007604922552683555,352330100585079,149
(00)007604922552683555,356028100126961,149
(00)007604928381658635,352337100790062,150
(00)007604928381658635,352334101237953,150
(00)007604928381658635,352334106106989,150
(00)007604928381658635,352334103192446,150
(00)007604928381658635,352335100922917,150
